Machine Name ,Perkin-Elmer Spectrum 100,,P35,,,P40,,,P45,
,Attenuated total reflectance mode in the region of 4000?650 cm?1. 16 scans were done with a resolution of 4 cm?1,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance 
,,,2953,80.77,,2953,130.85,,2953,184.88
,,,2952,80.63,,2952,130.7,,2952,184.73
,,,2951,80.53,,2951,130.61,,2951,184.64
,,,2950,80.47,,2950,130.55,,2950,184.59
,,,2949,80.41,,2949,130.49,,2949,184.56
,,,2948,80.34,,2948,130.42,,2948,184.52
,,,2947,80.23,,2947,130.31,,2947,184.46
,,,2946,80.05,,2946,130.14,,2946,184.36
,,,2945,79.8,,2945,129.91,,2945,184.18
,,,2944,79.46,,2944,129.59,,2944,183.92
,,,2943,79.03,,2943,129.17,,2943,183.56
,,,2942,78.49,,2942,128.66,,2942,183.11
,,,2941,77.85,,2941,128.04,,2941,182.56
,,,2940,77.1,,2940,127.32,,2940,181.9
,,,2939,76.26,,2939,126.51,,2939,181.16
,,,2938,75.33,,2938,125.62,,2938,180.33
,,,2937,74.32,,2937,124.65,,2937,179.42
,,,2936,73.25,,2936,123.62,,2936,178.45
,,,2935,72.14,,2935,122.54,,2935,177.43
,,,2934,70.99,,2934,121.43,,2934,176.37
,,,2933,69.83,,2933,120.31,,2933,175.3
,,,2932,68.66,,2932,119.17,,2932,174.22
,,,2931,67.49,,2931,118.03,,2931,173.14
,,,2930,66.34,,2930,116.91,,2930,172.09
,,,2929,65.24,,2929,115.83,,2929,171.08
,,,2928,64.2,,2928,114.8,,2928,170.12
,,,2927,63.23,,2927,113.85,,2927,169.25
,,,2926,62.36,,2926,112.99,,2926,168.46
,,,2925,61.6,,2925,112.23,,2925,167.79
,,,2924,60.98,,2924,111.61,,2924,167.26
,,,2923,60.52,,2923,111.14,,2923,166.89
,,,2922,60.24,,2922,110.85,,2922,166.69
,,,2921,60.16,,2921,110.75,,2921,166.66
,,,2920,60.27,,2920,110.82,,2920,166.82
,,,2919,60.57,,2919,111.07,,2919,167.14
,,,2918,61.06,,2918,111.52,,2918,167.64
,,,2917,61.73,,2917,112.15,,2917,168.3
,,,2916,62.57,,2916,112.98,,2916,169.11
,,,2915,63.54,,2915,113.96,,2915,170.04
,,,2914,64.59,,2914,115.04,,2914,171.03
,,,2913,65.65,,2913,116.14,,2913,172.03
,,,2912,66.69,,2912,117.2,,2912,172.99
,,,2911,67.65,,2911,118.2,,2911,173.89
,,,2910,68.55,,2910,119.11,,2910,174.71
,,,2909,69.37,,2909,119.93,,2909,175.47
,,,2908,70.12,,2908,120.69,,2908,176.17
,,,2907,70.82,,2907,121.39,,2907,176.82
,,,2906,71.48,,2906,122.04,,2906,177.43
,,,2905,72.1,,2905,122.65,,2905,178.01
,,,2904,72.69,,2904,123.22,,2904,178.55
,,,2903,73.25,,2903,123.77,,2903,179.07
,,,2902,73.79,,2902,124.3,,2902,179.56
,,,2901,74.3,,2901,124.8,,2901,180.03
,,,2900,74.8,,2900,125.28,,2900,180.47
,,,2899,75.29,,2899,125.75,,2899,180.92
,,,2898,75.77,,2898,126.21,,2898,181.35
,,,2897,76.26,,2897,126.68,,2897,181.8
,,,2896,76.76,,2896,127.16,,2896,182.25
,,,2895,77.27,,2895,127.65,,2895,182.72
,,,2894,77.79,,2894,128.15,,2894,183.2
,,,2893,78.33,,2893,128.67,,2893,183.7
,,,2892,78.89,,2892,129.21,,2892,184.23
,,,2891,79.48,,2891,129.77,,2891,184.78
,,,2890,80.08,,2890,130.35,,2890,185.35
,,,2889,80.69,,2889,130.93,,2889,185.92
,,,2888,81.29,,2888,131.5,,2888,186.48
,,,2887,81.87,,2887,132.06,,2887,187.02
,,,2886,82.41,,2886,132.58,,2886,187.52
,,,2885,82.92,,2885,133.06,,2885,188
,,,2884,83.37,,2884,133.5,,2884,188.42
,,,2883,83.77,,2883,133.88,,2883,188.8
,,,2882,84.1,,2882,134.21,,2882,189.11
,,,2881,84.36,,2881,134.47,,2881,189.36
,,,2880,84.54,,2880,134.65,,2880,189.55
,,,2879,84.65,,2879,134.75,,2879,189.66
,,,2878,84.66,,2878,134.77,,2878,189.69
,,,2877,84.58,,2877,134.7,,2877,189.63
,,,2876,84.42,,2876,134.56,,2876,189.5
,,,2875,84.19,,2875,134.36,,2875,189.32
,,,2874,83.93,,2874,134.12,,2874,189.09
,,,2873,83.65,,2873,133.86,,2873,188.86
,,,2872,83.39,,2872,133.62,,2872,188.64
,,,2871,83.15,,2871,133.39,,2871,188.43
,,,2870,82.93,,2870,133.19,,2870,188.24
,,,2869,82.72,,2869,132.98,,2869,188.04
,,,2868,82.47,,2868,132.75,,2868,187.83
,,,2867,82.17,,2867,132.47,,2867,187.57
,,,2866,81.78,,2866,132.1,,2866,187.23
,,,2865,81.27,,2865,131.62,,2865,186.79
,,,2864,80.63,,2864,131.01,,2864,186.24
,,,2863,79.85,,2863,130.28,,2863,185.57
,,,2862,78.95,,2862,129.42,,2862,184.79
,,,2861,77.93,,2861,128.46,,2861,183.92
,,,2860,76.82,,2860,127.41,,2860,182.97
,,,2859,75.67,,2859,126.3,,2859,181.97
,,,2858,74.51,,2858,125.2,,2858,180.98
,,,2857,73.4,,2857,124.14,,2857,180.03
,,,2856,72.41,,2856,123.18,,2856,179.18
,,,2855,71.58,,2855,122.37,,2855,178.5
,,,2854,70.96,,2854,121.75,,2854,178
,,,2853,70.59,,2853,121.36,,2853,177.73
,,,2852,70.51,,2852,121.23,,2852,177.71
,,,2851,70.73,,2851,121.39,,2851,177.97
,,,2850,71.29,,2850,121.88,,2850,178.51
,,,2849,72.19,,2849,122.72,,2849,179.34
,,,2848,73.39,,2848,123.89,,2848,180.44
,,,2847,74.83,,2847,125.31,,2847,181.74
,,,2846,76.41,,2846,126.88,,2846,183.17
,,,2845,78.05,,2845,128.51,,2845,184.63
,,,2844,79.68,,2844,130.12,,2844,186.09
,,,2843,81.27,,2843,131.67,,2843,187.51
,,,2842,82.77,,2842,133.13,,2842,188.85
,,,2841,84.18,,2841,134.49,,2841,190.12
,,,2840,85.48,,2840,135.75,,2840,191.3
,,,2839,86.69,,2839,136.92,,2839,192.4
,,,2838,87.8,,2838,137.99,,2838,193.42
,,,2837,88.81,,2837,138.97,,2837,194.36
,,,2836,89.73,,2836,139.86,,2836,195.21
,,,2835,90.55,,2835,140.65,,2835,195.99
,,,2834,91.27,,2834,141.34,,2834,196.67
,,,2833,91.9,,2833,141.96,,2833,197.28
,,,2832,92.46,,2832,142.51,,2832,197.83
,,,2831,92.96,,2831,143,,2831,198.31
,,,2830,93.4,,2830,143.44,,2830,198.74
,,,2829,93.79,,2829,143.82,,2829,199.12
,,,2828,94.13,,2828,144.16,,2828,199.45
,,,2827,94.42,,2827,144.45,,2827,199.73
,,,2826,94.67,,2826,144.69,,2826,199.97
,,,2825,94.89,,2825,144.91,,2825,200.18
,,,2824,95.08,,2824,145.1,,2824,200.36
,,,2823,95.25,,2823,145.27,,2823,200.53
,,,2822,95.42,,2822,145.42,,2822,200.69
,,,2821,95.58,,2821,145.57,,2821,200.83
,,,2820,95.72,,2820,145.72,,2820,200.97
,,,2819,95.86,,2819,145.86,,2819,201.1
,,,2818,95.99,,2818,145.99,,2818,201.23
,,,2817,96.11,,2817,146.11,,2817,201.34
,,,2816,96.22,,2816,146.22,,2816,201.45
,,,2815,96.32,,2815,146.31,,2815,201.55
,,,2814,96.41,,2814,146.4,,2814,201.65
,,,2813,96.5,,2813,146.49,,2813,201.73
,,,2812,96.59,,2812,146.58,,2812,201.82
,,,2811,96.68,,2811,146.67,,2811,201.91
,,,2810,96.77,,2810,146.75,,2810,201.99
,,,2809,96.84,,2809,146.82,,2809,202.06
,,,2808,96.9,,2808,146.88,,2808,202.11
,,,2807,96.96,,2807,146.94,,2807,202.17
,,,2806,97.01,,2806,147,,2806,202.23
,,,2805,97.07,,2805,147.06,,2805,202.28
,,,2804,97.13,,2804,147.11,,2804,202.34
,,,2803,97.19,,2803,147.17,,2803,202.4
,,,2802,97.25,,2802,147.22,,2802,202.46
,,,2801,97.3,,2801,147.27,,2801,202.51
,,,2800,97.35,,2800,147.32,,2800,202.56
,,,2799,97.4,,2799,147.38,,2799,202.61
,,,2798,97.45,,2798,147.43,,2798,202.67
,,,2797,97.49,,2797,147.47,,2797,202.71
,,,2796,97.53,,2796,147.51,,2796,202.75
,,,2795,97.56,,2795,147.55,,2795,202.79
,,,2794,97.6,,2794,147.59,,2794,202.82
,,,2793,97.63,,2793,147.63,,2793,202.86
,,,2792,97.67,,2792,147.67,,2792,202.9
,,,2791,97.7,,2791,147.7,,2791,202.93
,,,2790,97.74,,2790,147.73,,2790,202.96
,,,2789,97.77,,2789,147.75,,2789,202.99
,,,2788,97.8,,2788,147.78,,2788,203.02
,,,2787,97.83,,2787,147.81,,2787,203.04
,,,2786,97.85,,2786,147.84,,2786,203.07
,,,2785,97.88,,2785,147.86,,2785,203.09
,,,2784,97.9,,2784,147.88,,2784,203.11
,,,2783,97.92,,2783,147.9,,2783,203.13
,,,2782,97.94,,2782,147.92,,2782,203.16
,,,2781,97.96,,2781,147.93,,2781,203.17
,,,2780,97.98,,2780,147.96,,2780,203.19
,,,2779,98,,2779,147.98,,2779,203.21
,,,2778,98.02,,2778,148.01,,2778,203.23
,,,2777,98.04,,2777,148.03,,2777,203.25
,,,2776,98.05,,2776,148.05,,2776,203.27
,,,2775,98.07,,2775,148.07,,2775,203.28
,,,2774,98.08,,2774,148.08,,2774,203.29
,,,2773,98.1,,2773,148.1,,2773,203.3
,,,2772,98.11,,2772,148.11,,2772,203.32
,,,2771,98.12,,2771,148.12,,2771,203.33
,,,2770,98.13,,2770,148.13,,2770,203.34
,,,2769,98.14,,2769,148.13,,2769,203.35
,,,2768,98.15,,2768,148.14,,2768,203.37
,,,2767,98.16,,2767,148.16,,2767,203.39
,,,2766,98.18,,2766,148.18,,2766,203.41
,,,2765,98.2,,2765,148.2,,2765,203.43
,,,2764,98.21,,2764,148.22,,2764,203.45
,,,2763,98.22,,2763,148.23,,2763,203.46
,,,2762,98.23,,2762,148.24,,2762,203.47
,,,2761,98.23,,2761,148.24,,2761,203.48
,,,2760,98.24,,2760,148.25,,2760,203.48
,,,2759,98.25,,2759,148.26,,2759,203.49
,,,2758,98.26,,2758,148.27,,2758,203.51
,,,2757,98.28,,2757,148.28,,2757,203.52
,,,2756,98.29,,2756,148.29,,2756,203.53
,,,2755,98.29,,2755,148.3,,2755,203.53
,,,2754,98.29,,2754,148.31,,2754,203.54
,,,2753,98.3,,2753,148.32,,2753,203.55
,,,2752,98.3,,2752,148.33,,2752,203.56
,,,2751,98.3,,2751,148.34,,2751,203.57
,,,2750,98.31,,2750,148.34,,2750,203.57
,,,2749,98.31,,2749,148.35,,2749,203.57
,,,2748,98.3,,2748,148.35,,2748,203.57
,,,2747,98.3,,2747,148.35,,2747,203.57
,,,2746,98.3,,2746,148.35,,2746,203.57
,,,2745,98.3,,2745,148.35,,2745,203.57
,,,2744,98.3,,2744,148.36,,2744,203.57
,,,2743,98.3,,2743,148.36,,2743,203.57
,,,2742,98.3,,2742,148.36,,2742,203.57
,,,2741,98.29,,2741,148.35,,2741,203.57
,,,2740,98.29,,2740,148.35,,2740,203.56
,,,2739,98.28,,2739,148.35,,2739,203.56
,,,2738,98.27,,2738,148.34,,2738,203.56
,,,2737,98.27,,2737,148.34,,2737,203.55
,,,2736,98.26,,2736,148.34,,2736,203.55
,,,2735,98.27,,2735,148.34,,2735,203.56
,,,2734,98.27,,2734,148.34,,2734,203.56
,,,2733,98.27,,2733,148.34,,2733,203.56
,,,2732,98.27,,2732,148.34,,2732,203.56
,,,2731,98.27,,2731,148.35,,2731,203.57
,,,2730,98.28,,2730,148.36,,2730,203.58
,,,2729,98.29,,2729,148.37,,2729,203.59
,,,2728,98.31,,2728,148.39,,2728,203.61
,,,2727,98.33,,2727,148.41,,2727,203.62
,,,2726,98.34,,2726,148.42,,2726,203.63
,,,2725,98.34,,2725,148.41,,2725,203.62
,,,2724,98.32,,2724,148.4,,2724,203.61
,,,2723,98.32,,2723,148.4,,2723,203.6
,,,2722,98.32,,2722,148.4,,2722,203.61
,,,2721,98.33,,2721,148.41,,2721,203.62
,,,2720,98.34,,2720,148.43,,2720,203.63
,,,2719,98.35,,2719,148.44,,2719,203.64
,,,2718,98.35,,2718,148.44,,2718,203.64
,,,2717,98.35,,2717,148.44,,2717,203.64
,,,2716,98.35,,2716,148.45,,2716,203.64
,,,2715,98.35,,2715,148.45,,2715,203.65
,,,2714,98.36,,2714,148.46,,2714,203.65
,,,2713,98.37,,2713,148.47,,2713,203.66
,,,2712,98.39,,2712,148.48,,2712,203.67
,,,2711,98.4,,2711,148.48,,2711,203.68
,,,2710,98.4,,2710,148.49,,2710,203.69
,,,2709,98.41,,2709,148.5,,2709,203.71
,,,2708,98.42,,2708,148.51,,2708,203.72
,,,2707,98.43,,2707,148.52,,2707,203.74
,,,2706,98.44,,2706,148.53,,2706,203.75
,,,2705,98.45,,2705,148.54,,2705,203.75
,,,2704,98.46,,2704,148.54,,2704,203.76
,,,2703,98.46,,2703,148.55,,2703,203.77
,,,2702,98.46,,2702,148.56,,2702,203.78
,,,2701,98.47,,2701,148.57,,2701,203.79
,,,2700,98.47,,2700,148.58,,2700,203.8
,,,2699,98.48,,2699,148.59,,2699,203.81
,,,2698,98.49,,2698,148.6,,2698,203.82
,,,2697,98.49,,2697,148.61,,2697,203.82
,,,2696,98.5,,2696,148.61,,2696,203.81
,,,2695,98.5,,2695,148.6,,2695,203.81
,,,2694,98.5,,2694,148.6,,2694,203.81
,,,2693,98.49,,2693,148.59,,2693,203.81
,,,2692,98.48,,2692,148.59,,2692,203.81
,,,2691,98.48,,2691,148.59,,2691,203.81
,,,2690,98.47,,2690,148.59,,2690,203.8
,,,2689,98.47,,2689,148.58,,2689,203.8
,,,2688,98.47,,2688,148.59,,2688,203.81
,,,2687,98.48,,2687,148.59,,2687,203.81
,,,2686,98.49,,2686,148.6,,2686,203.82
,,,2685,98.5,,2685,148.61,,2685,203.83
,,,2684,98.5,,2684,148.61,,2684,203.83
,,,2683,98.51,,2683,148.62,,2683,203.84
,,,2682,98.52,,2682,148.63,,2682,203.85
,,,2681,98.53,,2681,148.64,,2681,203.86
,,,2680,98.53,,2680,148.65,,2680,203.86
,,,2679,98.54,,2679,148.66,,2679,203.87
,,,2678,98.54,,2678,148.66,,2678,203.87
,,,2677,98.53,,2677,148.65,,2677,203.87
,,,2676,98.53,,2676,148.65,,2676,203.86
,,,2675,98.53,,2675,148.65,,2675,203.86
,,,2674,98.53,,2674,148.65,,2674,203.86
,,,2673,98.53,,2673,148.65,,2673,203.86
,,,2672,98.53,,2672,148.65,,2672,203.86
,,,2671,98.54,,2671,148.66,,2671,203.87
,,,2670,98.55,,2670,148.67,,2670,203.88
,,,2669,98.56,,2669,148.68,,2669,203.89
,,,2668,98.56,,2668,148.68,,2668,203.89
,,,2667,98.56,,2667,148.67,,2667,203.89
,,,2666,98.56,,2666,148.66,,2666,203.89
,,,2665,98.56,,2665,148.66,,2665,203.89
,,,2664,98.57,,2664,148.67,,2664,203.9
,,,2663,98.59,,2663,148.69,,2663,203.91
,,,2662,98.6,,2662,148.7,,2662,203.93
,,,2661,98.6,,2661,148.71,,2661,203.93
,,,2660,98.6,,2660,148.72,,2660,203.92
,,,2659,98.6,,2659,148.72,,2659,203.92
,,,2658,98.61,,2658,148.73,,2658,203.93
,,,2657,98.62,,2657,148.73,,2657,203.94
,,,2656,98.63,,2656,148.74,,2656,203.95
,,,2655,98.64,,2655,148.75,,2655,203.96
,,,2654,98.65,,2654,148.76,,2654,203.98
,,,2653,98.66,,2653,148.77,,2653,203.99
,,,2652,98.67,,2652,148.78,,2652,203.99
,,,2651,98.68,,2651,148.78,,2651,204
,,,2650,98.68,,2650,148.79,,2650,204
,,,2649,98.68,,2649,148.79,,2649,204
,,,2648,98.68,,2648,148.79,,2648,204
,,,2647,98.69,,2647,148.8,,2647,204.01
,,,2646,98.7,,2646,148.81,,2646,204.02
,,,2645,98.71,,2645,148.82,,2645,204.03
,,,2644,98.72,,2644,148.83,,2644,204.03
,,,2643,98.73,,2643,148.84,,2643,204.04
,,,2642,98.74,,2642,148.86,,2642,204.05
,,,2641,98.75,,2641,148.87,,2641,204.06
,,,2640,98.75,,2640,148.87,,2640,204.06
,,,2639,98.76,,2639,148.87,,2639,204.07
,,,2638,98.76,,2638,148.87,,2638,204.07
,,,2637,98.75,,2637,148.87,,2637,204.07
,,,2636,98.75,,2636,148.87,,2636,204.07
,,,2635,98.76,,2635,148.87,,2635,204.08
,,,2634,98.77,,2634,148.88,,2634,204.09
,,,2633,98.78,,2633,148.89,,2633,204.1
,,,2632,98.79,,2632,148.89,,2632,204.1
,,,2631,98.79,,2631,148.89,,2631,204.1
,,,2630,98.78,,2630,148.89,,2630,204.1
,,,2629,98.78,,2629,148.89,,2629,204.1
,,,2628,98.77,,2628,148.89,,2628,204.1
,,,2627,98.77,,2627,148.9,,2627,204.1
,,,2626,98.77,,2626,148.9,,2626,204.11
,,,2625,98.76,,2625,148.9,,2625,204.1
,,,2624,98.77,,2624,148.9,,2624,204.11
,,,2623,98.77,,2623,148.91,,2623,204.11
,,,2622,98.78,,2622,148.91,,2622,204.12
,,,2621,98.79,,2621,148.91,,2621,204.12
,,,2620,98.79,,2620,148.91,,2620,204.12
,,,2619,98.79,,2619,148.91,,2619,204.12
,,,2618,98.79,,2618,148.91,,2618,204.12
,,,2617,98.8,,2617,148.91,,2617,204.12
,,,2616,98.8,,2616,148.92,,2616,204.13
,,,2615,98.82,,2615,148.93,,2615,204.14
,,,2614,98.83,,2614,148.94,,2614,204.15
,,,2613,98.83,,2613,148.95,,2613,204.15
,,,2612,98.83,,2612,148.94,,2612,204.14
,,,2611,98.82,,2611,148.94,,2611,204.13
,,,2610,98.81,,2610,148.94,,2610,204.13
,,,2609,98.8,,2609,148.93,,2609,204.12
,,,2608,98.8,,2608,148.94,,2608,204.13
,,,2607,98.81,,2607,148.94,,2607,204.14
,,,2606,98.82,,2606,148.96,,2606,204.15
,,,2605,98.83,,2605,148.96,,2605,204.16
,,,2604,98.84,,2604,148.96,,2604,204.16
,,,2603,98.84,,2603,148.96,,2603,204.16
,,,2602,98.84,,2602,148.95,,2602,204.15
,,,2601,98.85,,2601,148.95,,2601,204.15
,,,2600,98.85,,2600,148.96,,2600,204.16
,,,2599,98.86,,2599,148.96,,2599,204.17
,,,2598,98.86,,2598,148.96,,2598,204.17
,,,2597,98.85,,2597,148.96,,2597,204.17
,,,2596,98.85,,2596,148.95,,2596,204.16
,,,2595,98.85,,2595,148.95,,2595,204.15
,,,2594,98.86,,2594,148.95,,2594,204.15
,,,2593,98.86,,2593,148.96,,2593,204.15
,,,2592,98.87,,2592,148.97,,2592,204.16
,,,2591,98.88,,2591,148.99,,2591,204.17
,,,2590,98.88,,2590,149.01,,2590,204.17
,,,2589,98.89,,2589,149.02,,2589,204.18
,,,2588,98.9,,2588,149.03,,2588,204.19
,,,2587,98.91,,2587,149.04,,2587,204.2
,,,2586,98.92,,2586,149.04,,2586,204.2
,,,2585,98.91,,2585,149.04,,2585,204.2
,,,2584,98.91,,2584,149.03,,2584,204.2
,,,2583,98.91,,2583,149.03,,2583,204.2
,,,2582,98.91,,2582,149.04,,2582,204.21
,,,2581,98.92,,2581,149.05,,2581,204.21
,,,2580,98.93,,2580,149.05,,2580,204.22
,,,2579,98.94,,2579,149.05,,2579,204.23
,,,2578,98.94,,2578,149.05,,2578,204.23
,,,2577,98.94,,2577,149.05,,2577,204.23
,,,2576,98.95,,2576,149.05,,2576,204.24
,,,2575,98.96,,2575,149.06,,2575,204.25
,,,2574,98.96,,2574,149.07,,2574,204.25
,,,2573,98.96,,2573,149.07,,2573,204.26
,,,2572,98.97,,2572,149.08,,2572,204.26
,,,2571,98.97,,2571,149.09,,2571,204.27
,,,2570,98.98,,2570,149.1,,2570,204.28
,,,2569,98.97,,2569,149.1,,2569,204.28
,,,2568,98.97,,2568,149.1,,2568,204.27
,,,2567,98.96,,2567,149.1,,2567,204.28
,,,2566,98.96,,2566,149.1,,2566,204.28
,,,2565,98.97,,2565,149.09,,2565,204.28
,,,2564,98.98,,2564,149.09,,2564,204.28
,,,2563,98.99,,2563,149.1,,2563,204.29
,,,2562,98.99,,2562,149.1,,2562,204.29
,,,2561,98.99,,2561,149.11,,2561,204.28
,,,2560,98.99,,2560,149.11,,2560,204.28
,,,2559,98.99,,2559,149.11,,2559,204.28
,,,2558,99,,2558,149.12,,2558,204.29
,,,2557,99.01,,2557,149.13,,2557,204.3
,,,2556,99.02,,2556,149.14,,2556,204.31
,,,2555,99.04,,2555,149.16,,2555,204.31
,,,2554,99.05,,2554,149.17,,2554,204.33
,,,2553,99.06,,2553,149.18,,2553,204.34
,,,2552,99.06,,2552,149.18,,2552,204.34
,,,2551,99.06,,2551,149.18,,2551,204.33
,,,2550,99.05,,2550,149.17,,2550,204.32
,,,2549,99.04,,2549,149.16,,2549,204.31
,,,2548,99.03,,2548,149.15,,2548,204.31
,,,2547,99.02,,2547,149.14,,2547,204.3
,,,2546,99.02,,2546,149.13,,2546,204.3
,,,2545,99.01,,2545,149.13,,2545,204.3
,,,2544,99.02,,2544,149.13,,2544,204.3
,,,2543,99.03,,2543,149.14,,2543,204.3
,,,2542,99.04,,2542,149.15,,2542,204.31
,,,2541,99.04,,2541,149.16,,2541,204.33
,,,2540,99.05,,2540,149.16,,2540,204.34
,,,2539,99.05,,2539,149.17,,2539,204.34
,,,2538,99.06,,2538,149.17,,2538,204.34
,,,2537,99.06,,2537,149.17,,2537,204.34
,,,2536,99.06,,2536,149.18,,2536,204.34
,,,2535,99.07,,2535,149.18,,2535,204.35
,,,2534,99.07,,2534,149.19,,2534,204.35
,,,2533,99.06,,2533,149.18,,2533,204.34
,,,2532,99.05,,2532,149.17,,2532,204.34
,,,2531,99.05,,2531,149.16,,2531,204.34
,,,2530,99.05,,2530,149.16,,2530,204.34
,,,2529,99.05,,2529,149.16,,2529,204.33
,,,2528,99.04,,2528,149.16,,2528,204.33
,,,2527,99.04,,2527,149.16,,2527,204.33
,,,2526,99.03,,2526,149.15,,2526,204.33
,,,2525,99.03,,2525,149.15,,2525,204.33
,,,2524,99.04,,2524,149.16,,2524,204.34
,,,2523,99.05,,2523,149.18,,2523,204.36
,,,2522,99.06,,2522,149.19,,2522,204.35
,,,2521,99.06,,2521,149.19,,2521,204.33
,,,2520,99.05,,2520,149.17,,2520,204.31
,,,2519,99.05,,2519,149.16,,2519,204.29
,,,2518,99.05,,2518,149.16,,2518,204.3
,,,2517,99.06,,2517,149.17,,2517,204.33
,,,2516,99.08,,2516,149.18,,2516,204.36
,,,2515,99.09,,2515,149.19,,2515,204.37
,,,2514,99.1,,2514,149.2,,2514,204.38
,,,2513,99.1,,2513,149.2,,2513,204.37
,,,2512,99.1,,2512,149.2,,2512,204.36
,,,2511,99.09,,2511,149.21,,2511,204.36
,,,2510,99.1,,2510,149.21,,2510,204.37
,,,2509,99.1,,2509,149.21,,2509,204.37
,,,2508,99.09,,2508,149.2,,2508,204.37
,,,2507,99.09,,2507,149.19,,2507,204.37
,,,2506,99.08,,2506,149.18,,2506,204.36
,,,2505,99.08,,2505,149.18,,2505,204.36
,,,2504,99.09,,2504,149.18,,2504,204.36
,,,2503,99.1,,2503,149.19,,2503,204.36
,,,2502,99.1,,2502,149.19,,2502,204.35
,,,2501,99.09,,2501,149.2,,2501,204.35
,,,2500,99.09,,2500,149.21,,2500,204.36
,,,2499,99.1,,2499,149.22,,2499,204.36
,,,2498,99.1,,2498,149.22,,2498,204.36
,,,2497,99.09,,2497,149.21,,2497,204.35
,,,2496,99.08,,2496,149.19,,2496,204.34
,,,2495,99.08,,2495,149.18,,2495,204.33
,,,2494,99.08,,2494,149.18,,2494,204.33
,,,2493,99.09,,2493,149.19,,2493,204.34
,,,2492,99.1,,2492,149.2,,2492,204.35
,,,2491,99.1,,2491,149.2,,2491,204.35
,,,2490,99.1,,2490,149.21,,2490,204.35
,,,2489,99.1,,2489,149.21,,2489,204.35
,,,2488,99.1,,2488,149.21,,2488,204.36
,,,2487,99.1,,2487,149.21,,2487,204.37
,,,2486,99.11,,2486,149.21,,2486,204.37
,,,2485,99.11,,2485,149.22,,2485,204.38
,,,2484,99.12,,2484,149.22,,2484,204.38
,,,2483,99.13,,2483,149.23,,2483,204.38
,,,2482,99.14,,2482,149.24,,2482,204.37
,,,2481,99.14,,2481,149.24,,2481,204.37
,,,2480,99.14,,2480,149.23,,2480,204.36
,,,2479,99.13,,2479,149.23,,2479,204.36
,,,2478,99.13,,2478,149.23,,2478,204.36
,,,2477,99.12,,2477,149.23,,2477,204.36
,,,2476,99.12,,2476,149.23,,2476,204.36
,,,2475,99.12,,2475,149.24,,2475,204.37
,,,2474,99.13,,2474,149.25,,2474,204.38
,,,2473,99.15,,2473,149.25,,2473,204.39
,,,2472,99.17,,2472,149.26,,2472,204.4
,,,2471,99.18,,2471,149.27,,2471,204.41
,,,2470,99.19,,2470,149.28,,2470,204.42
,,,2469,99.18,,2469,149.28,,2469,204.41
,,,2468,99.17,,2468,149.28,,2468,204.4
,,,2467,99.17,,2467,149.27,,2467,204.39
,,,2466,99.16,,2466,149.26,,2466,204.39
,,,2465,99.16,,2465,149.26,,2465,204.39
,,,2464,99.15,,2464,149.25,,2464,204.39
,,,2463,99.14,,2463,149.25,,2463,204.39
,,,2462,99.15,,2462,149.26,,2462,204.38
,,,2461,99.15,,2461,149.26,,2461,204.38
,,,2460,99.16,,2460,149.27,,2460,204.38
,,,2459,99.18,,2459,149.28,,2459,204.4
,,,2458,99.19,,2458,149.29,,2458,204.42
,,,2457,99.18,,2457,149.29,,2457,204.43
,,,2456,99.17,,2456,149.29,,2456,204.42
,,,2455,99.15,,2455,149.28,,2455,204.41
,,,2454,99.14,,2454,149.27,,2454,204.4
,,,2453,99.14,,2453,149.27,,2453,204.39
,,,2452,99.14,,2452,149.27,,2452,204.39
,,,2451,99.15,,2451,149.28,,2451,204.4
,,,2450,99.16,,2450,149.28,,2450,204.42
,,,2449,99.16,,2449,149.27,,2449,204.42
,,,2448,99.16,,2448,149.26,,2448,204.42
,,,2447,99.16,,2447,149.25,,2447,204.41
,,,2446,99.16,,2446,149.26,,2446,204.4
,,,2445,99.16,,2445,149.26,,2445,204.39
,,,2444,99.17,,2444,149.26,,2444,204.38
,,,2443,99.17,,2443,149.26,,2443,204.38
,,,2442,99.17,,2442,149.26,,2442,204.39
,,,2441,99.18,,2441,149.26,,2441,204.39
,,,2440,99.18,,2440,149.27,,2440,204.39
,,,2439,99.18,,2439,149.28,,2439,204.4
,,,2438,99.18,,2438,149.29,,2438,204.4
,,,2437,99.18,,2437,149.3,,2437,204.4
,,,2436,99.17,,2436,149.3,,2436,204.4
,,,2435,99.17,,2435,149.3,,2435,204.4
,,,2434,99.16,,2434,149.3,,2434,204.4
,,,2433,99.15,,2433,149.29,,2433,204.39
,,,2432,99.15,,2432,149.28,,2432,204.37
,,,2431,99.15,,2431,149.28,,2431,204.37
,,,2430,99.15,,2430,149.29,,2430,204.38
,,,2429,99.16,,2429,149.3,,2429,204.4
,,,2428,99.17,,2428,149.31,,2428,204.41
,,,2427,99.17,,2427,149.31,,2427,204.41
,,,2426,99.16,,2426,149.31,,2426,204.41
,,,2425,99.15,,2425,149.3,,2425,204.41
,,,2424,99.13,,2424,149.28,,2424,204.4
,,,2423,99.13,,2423,149.28,,2423,204.39
,,,2422,99.13,,2422,149.27,,2422,204.38
,,,2421,99.13,,2421,149.26,,2421,204.37
