Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,4.79,44336.7
,,,4.79,43861.23
,,,4.79,43220.94
,,,4.79,42652.52
,,,4.79,42736.69
,,,4.79,42198.22
,,,4.79,41797.59
,,,4.79,41913.72
,,,4.79,41706.31
,,,4.8,41241.31
,,,4.8,40856.72
,,,4.8,40483.48
,,,4.8,40680.72
,,,4.8,40294.45
,,,4.8,40278.67
,,,4.8,39853.98
,,,4.8,39641.44
,,,4.8,39179.44
,,,4.8,39443.03
,,,4.8,38966.17
,,,4.8,38919.17
,,,4.8,38876.47
,,,4.8,38404.06
,,,4.8,38242.36
,,,4.8,38258.95
,,,4.81,37677.13
,,,4.81,37398.56
,,,4.81,37060.77
,,,4.81,37236.67
,,,4.81,36597.59
,,,4.81,36784.55
,,,4.81,36539.73
,,,4.81,36138.2
,,,4.81,36473.44
,,,4.81,36177.55
,,,4.81,35678.58
,,,4.81,35619.38
,,,4.81,35564.5
,,,4.81,35525.55
,,,4.81,34968.91
,,,4.81,35240.05
,,,4.82,35070.81
,,,4.82,34922.98
,,,4.82,34487.67
,,,4.82,34245.52
,,,4.82,33568.88
,,,4.82,33863.89
,,,4.82,33677.55
,,,4.82,33108.19
,,,4.82,33138.06
,,,4.82,32898.31
,,,4.82,32603.42
,,,4.82,32710.53
,,,4.82,32167.72
,,,4.82,31540.05
,,,4.82,31687.47
,,,4.82,31550.47
,,,4.83,31680.59
,,,4.83,31503.59
,,,4.83,31500.39
,,,4.83,31265.55
,,,4.83,30946.2
,,,4.83,30056.55
,,,4.83,29793.61
,,,4.83,29566.25
,,,4.83,29110.39
,,,4.83,28831.3
,,,4.83,28742.03
,,,4.83,28763.69
,,,4.83,28686.78
,,,4.83,28346.55
,,,4.83,28323.17
,,,4.83,28054.36
,,,4.84,27509.69
,,,4.84,27636.14
,,,4.84,27129.14
,,,4.84,26892.27
,,,4.84,26922.98
,,,4.84,26362.66
,,,4.84,26460.34
,,,4.84,26714.77
,,,4.84,26417.61
,,,4.84,26283.98
,,,4.84,25866.95
,,,4.84,25999.7
,,,4.84,25692
,,,4.84,25624.06
,,,4.84,25604.89
,,,4.84,25657.67
,,,4.85,25721.38
,,,4.85,25287.64
,,,4.85,25292.22
,,,4.85,25108.94
,,,4.85,24925.28
,,,4.85,24674.03
,,,4.85,24308.78
,,,4.85,24387.23
,,,4.85,24728.38
,,,4.85,24268
,,,4.85,23608.81
,,,4.85,23985.78
,,,4.85,23869.72
,,,4.85,23540.02
,,,4.85,23287.41
,,,4.85,23339.64
,,,4.86,23072.94
,,,4.86,22855.86
,,,4.86,22727.78
,,,4.86,22868.63
,,,4.86,22837.64
,,,4.86,23087.39
,,,4.86,22538.69
,,,4.86,22345.42
,,,4.86,22140.69
,,,4.86,22028.27
,,,4.86,21757.97
,,,4.86,22172.59
,,,4.86,22188.28
,,,4.86,21893.53
,,,4.86,21955.91
,,,4.86,21801.66
,,,4.87,21620.28
,,,4.87,21730.95
,,,4.87,21603.59
,,,4.87,21716.52
,,,4.87,21596.89
,,,4.87,21227.2
,,,4.87,21360.97
,,,4.87,21728.7
,,,4.87,21563.44
,,,4.87,21312.83
,,,4.87,21219.95
,,,4.87,21284.63
,,,4.87,21438.05
,,,4.87,20865.55
,,,4.87,21511.22
,,,4.87,21470.89
,,,4.88,21963.66
,,,4.88,21608.56
,,,4.88,21496.86
,,,4.88,20913.19
,,,4.88,21091.77
,,,4.88,21331.78
,,,4.88,21211.09
,,,4.88,21141.27
,,,4.88,20986.98
,,,4.88,21084.53
,,,4.88,21118.81
,,,4.88,21161.81
,,,4.88,21290.78
,,,4.88,21472.45
,,,4.88,20954.36
,,,4.88,21298.91
,,,4.89,21628.41
,,,4.89,21358.11
,,,4.89,20931.64
,,,4.89,20773.59
,,,4.89,20940.19
,,,4.89,21295.05
,,,4.89,21475.55
,,,4.89,21523.56
,,,4.89,21251.41
,,,4.89,21582.42
,,,4.89,21710.28
,,,4.89,21975.16
,,,4.89,21973.69
,,,4.89,21924.48
,,,4.89,22148.13
,,,4.89,22247.41
,,,4.9,21793.7
,,,4.9,21743.08
,,,4.9,21810.77
,,,4.9,21873.98
,,,4.9,21693.56
,,,4.9,21554.61
,,,4.9,21400.69
,,,4.9,21657.88
,,,4.9,21925.8
,,,4.9,21963.05
,,,4.9,22136.64
,,,4.9,21726.03
,,,4.9,21511.03
,,,4.9,21565.45
,,,4.9,22139.66
,,,4.91,21681.8
,,,4.91,21713.8
,,,4.91,21649.17
,,,4.91,21330.55
,,,4.91,21811.78
,,,4.91,21816.11
,,,4.91,21368.42
,,,4.91,21472.02
,,,4.91,21704.23
,,,4.91,21459
,,,4.91,22014.77
,,,4.91,21608.81
,,,4.91,21769.98
,,,4.91,21813.77
,,,4.91,21460.02
,,,4.91,21288.73
,,,4.92,21967.05
,,,4.92,22350.19
,,,4.92,22084.11
,,,4.92,22104.98
,,,4.92,21930.13
,,,4.92,21505.45
,,,4.92,21658.16
,,,4.92,21414.73
,,,4.92,21501.33
,,,4.92,21755.64
,,,4.92,21711.38
,,,4.92,21537.33
,,,4.92,21031.67
,,,4.92,21198.98
,,,4.92,21809.25
,,,4.92,21578.44
,,,4.93,20954.33
,,,4.93,20984.63
,,,4.93,20528.63
,,,4.93,20365.69
,,,4.93,20586.06
,,,4.93,20484.44
,,,4.93,20482.61
,,,4.93,20605.08
,,,4.93,19842.06
,,,4.93,19281.27
,,,4.93,19406.17
,,,4.93,19750.94
,,,4.93,20038.17
,,,4.93,19534.81
,,,4.93,19740.84
,,,4.93,19572.08
,,,4.94,19813.83
,,,4.94,19620.33
,,,4.94,19560.06
,,,4.94,19143.55
,,,4.94,19543.19
,,,4.94,19013.69
,,,4.94,19034.08
,,,4.94,18682.27
,,,4.94,18525.58
,,,4.94,18610.2
,,,4.94,18715.66
,,,4.94,18537.53
,,,4.94,18618.19
,,,4.94,18426.69
,,,4.94,18045.41
,,,4.94,17630.02
,,,4.95,17602.25
,,,4.95,17921.53
,,,4.95,17468.5
,,,4.95,17083.91
,,,4.95,17409.78
,,,4.95,17543.66
,,,4.95,17647.22
,,,4.95,17762.8
,,,4.95,17562.05
,,,4.95,17598.83
,,,4.95,17291.11
,,,4.95,16936.13
,,,4.95,17085.66
,,,4.95,17216.61
,,,4.95,17151.94
,,,4.95,17289.7
,,,4.96,17419.98
,,,4.96,17002.09
,,,4.96,16694.81
,,,4.96,16470.25
,,,4.96,16489.33
,,,4.96,16466.06
,,,4.96,16359.2
,,,4.96,16373.17
,,,4.96,16366.13
,,,4.96,16122.33
,,,4.96,15994.91
,,,4.96,16195.45
,,,4.96,15914.86
,,,4.96,16094.45
,,,4.96,16302.75
,,,4.96,16187.13
,,,4.97,16035.34
,,,4.97,16487.23
,,,4.97,16079.36
,,,4.97,16004.53
,,,4.97,16308.47
,,,4.97,15671.75
,,,4.97,16086.92
,,,4.97,16262.67
,,,4.97,15825.05
,,,4.97,15877.58
,,,4.97,15680.41
,,,4.97,15439.7
,,,4.97,15508.33
,,,4.97,15609.77
,,,4.97,15571.05
,,,4.97,15766.17
,,,4.98,16053.55
,,,4.98,15881.83
,,,4.98,15784.22
,,,4.98,15961.92
,,,4.98,15938.36
,,,4.98,15878.39
,,,4.98,16210.73
,,,4.98,15969.91
,,,4.98,16093.23
,,,4.98,15312.86
,,,4.98,15033.53
,,,4.98,15202.11
,,,4.98,15361.23
,,,4.98,15645.97
,,,4.98,15992.95
,,,4.98,15960.64
,,,4.99,15745.55
,,,4.99,15591.89
,,,4.99,15150.64
,,,4.99,15089.52
,,,4.99,15006.03
,,,4.99,14992.95
,,,4.99,14767.41
,,,4.99,14668.2
,,,4.99,15278.72
,,,4.99,14989.13
,,,4.99,14337.27
,,,4.99,14895.89
,,,4.99,14978.92
,,,4.99,14877.98
,,,4.99,14584.66
,,,4.99,14365.94
,,,5,13933.42
,,,5,14128.8
,,,5,14007.5
,,,5,14133.88
,,,5,14170.05
,,,5,13988.77
,,,5,13900.81
,,,5,14247.11
,,,5,14382.75
,,,5,13826.02
,,,5,14123.36
,,,5,14019.13
,,,5,14109.22
,,,5,14235.33
,,,5,13954.55
,,,5,14129.13
,,,5.01,14276.92
,,,5.01,14146.58
,,,5.01,13943.36
,,,5.01,14019.36
,,,5.01,14290.14
,,,5.01,13957.36
,,,5.01,13695.83
,,,5.01,13774.09
,,,5.01,14160.72
,,,5.01,14249.89
,,,5.01,14074
,,,5.01,13942.3
,,,5.01,14217.08
,,,5.01,14063.8
,,,5.01,13914.72
,,,5.01,13485.78
,,,5.02,13234.13
,,,5.02,13535.84
,,,5.02,13304.47
,,,5.02,12906.86
,,,5.02,12994.98
,,,5.02,13585.81
,,,5.02,13818.47
,,,5.02,13772.77
,,,5.02,13171.22
,,,5.02,12951.16
,,,5.02,12929.2
,,,5.02,13101.27
,,,5.02,12939.69
,,,5.02,13076.13
,,,5.02,13257.89
,,,5.02,13583.66
,,,5.03,13332.64
,,,5.03,13702.05
,,,5.03,14128.3
,,,5.03,13510.83
,,,5.03,13299.63
,,,5.03,13493.48
,,,5.03,13765.69
,,,5.03,13782.77
,,,5.03,13805.14
,,,5.03,14005.59
,,,5.03,13717.56
,,,5.03,13891.64
,,,5.03,13678.16
,,,5.03,13931.23
,,,5.03,13908.98
,,,5.03,14021.09
,,,5.04,13744.45
,,,5.04,13634.69
,,,5.04,13702.38
,,,5.04,13602.92
,,,5.04,13905.38
,,,5.04,14024.33
,,,5.04,14157.55
,,,5.04,13962.36
,,,5.04,13792.27
,,,5.04,13831.67
,,,5.04,13967.73
,,,5.04,14038.58
,,,5.04,14292.34
,,,5.04,14124.02
,,,5.04,14256.67
,,,5.04,14129.22
,,,5.05,14113.97
,,,5.05,14239.7
,,,5.05,14589.34
,,,5.05,14712.38
,,,5.05,14570
,,,5.05,14438.22
,,,5.05,14461.81
,,,5.05,14648.94
,,,5.05,14838.58
,,,5.05,14815.42
,,,5.05,14927.23
,,,5.05,15016.28
,,,5.05,15004.36
,,,5.05,14818.52
,,,5.05,14681.55
,,,5.06,14963
,,,5.06,15042.33
,,,5.06,15081.33
,,,5.06,15334.05
,,,5.06,15433.92
,,,5.06,15323.44
,,,5.06,15320.09
,,,5.06,15382.19
,,,5.06,15575.28
,,,5.06,16104.05
,,,5.06,16280.45
,,,5.06,15720.16
,,,5.06,16019.03
,,,5.06,16360.23
,,,5.06,16845.72
,,,5.06,16436.11
,,,5.07,16292.47
,,,5.07,16067.16
,,,5.07,15823.23
,,,5.07,16308.36
,,,5.07,16761.66
,,,5.07,16441.52
,,,5.07,16266.09
,,,5.07,16190.14
,,,5.07,16564.56
,,,5.07,16535.23
,,,5.07,16779.42
,,,5.07,16787.77
,,,5.07,16797.23
,,,5.07,16369.61
,,,5.07,16484.27
,,,5.07,16489.53
,,,5.08,16722.27
,,,5.08,16627.84
,,,5.08,16804.5
,,,5.08,17089.92
,,,5.08,17509.67
,,,5.08,17286.27
,,,5.08,17460.92
,,,5.08,17546.08
,,,5.08,17569.02
,,,5.08,17747.91
,,,5.08,17814.11
,,,5.08,17431.48
,,,5.08,17442.17
,,,5.08,17363.88
,,,5.08,17090.98
,,,5.08,17244.22
,,,5.09,17618.8
,,,5.09,17257.69
,,,5.09,17609.02
,,,5.09,17502.67
,,,5.09,17398.11
,,,5.09,17422.73
,,,5.09,17553.98
,,,5.09,17421.91
,,,5.09,17774.06
,,,5.09,17721.47
,,,5.09,17730.22
,,,5.09,18196.06
,,,5.09,17959.81
,,,5.09,17995.5
,,,5.09,18224.23
,,,5.09,17917.2
,,,5.1,18012.41
,,,5.1,18247.06
,,,5.1,17982.56
,,,5.1,17654.97
,,,5.1,17604.44
,,,5.1,17707.36
,,,5.1,18179.58
,,,5.1,18201.44
,,,5.1,17721.02
,,,5.1,17867.36
,,,5.1,17833.38
,,,5.1,17846.8
,,,5.1,17816.3
,,,5.1,17218.17
,,,5.1,16995.33
,,,5.1,16978.17
,,,5.11,17310.81
,,,5.11,16971.42
,,,5.11,17150.06
,,,5.11,16889.69
,,,5.11,17602.48
,,,5.11,17050.36
,,,5.11,16649.03
,,,5.11,16584.25
,,,5.11,16538.94
,,,5.11,16476.06
,,,5.11,16924.13
,,,5.11,16953.41
,,,5.11,17042.42
,,,5.11,16799.86
,,,5.11,17143.77
,,,5.11,16287.16
,,,5.12,16240.02
,,,5.12,16201.14
,,,5.12,16221.05
,,,5.12,16264.3
,,,5.12,15781.67
,,,5.12,15436.98
,,,5.12,15841.8
,,,5.12,15968.31
,,,5.12,15961.45
,,,5.12,15966.05
,,,5.12,15726.36
,,,5.12,15489.84
,,,5.12,15535.17
,,,5.12,15328.17
,,,5.12,15102.36
,,,5.12,14870.55
,,,5.13,14293.63
,,,5.13,14068.98
,,,5.13,14324.94
,,,5.13,14646
,,,5.13,14825.58
,,,5.13,14379.59
,,,5.13,14539.53
,,,5.13,14655.41
,,,5.13,14398.31
,,,5.13,14381.67
,,,5.13,14130
,,,5.13,14085.06
,,,5.13,13779.98
,,,5.13,13620.47
,,,5.13,13990.92
,,,5.13,13257.59
,,,5.14,13302.56
,,,5.14,13433.84
,,,5.14,13782.64
,,,5.14,13268.36
,,,5.14,13151.14
,,,5.14,13110.52
,,,5.14,13042.36
,,,5.14,13366.78
,,,5.14,13356.41
,,,5.14,12790.05
,,,5.14,12740.58
,,,5.14,12465.91
,,,5.14,12274.08
,,,5.14,12455.8
,,,5.14,12437.3
,,,5.14,12184.41
,,,5.15,12300.19
,,,5.15,11898.45
,,,5.15,11483.38
,,,5.15,11219.53
,,,5.15,11174.94
,,,5.15,11011.83
,,,5.15,11145.86
,,,5.15,11331.78
,,,5.15,10733.53
,,,5.15,10463.3
,,,5.15,11001.27
,,,5.15,11174.16
,,,5.15,10839.89
,,,5.15,10740.23
,,,5.15,11099.14
,,,5.15,10580.97
,,,5.16,10625
,,,5.16,10822.22
,,,5.16,10426.2
,,,5.16,9964.08
,,,5.16,10348.27
,,,5.16,10546.06
,,,5.16,10510.84
,,,5.16,10477.11
,,,5.16,9901.78
,,,5.16,9743.38
,,,5.16,9826.2
,,,5.16,10059.63
,,,5.16,10288.06
,,,5.16,10098.3
,,,5.16,9621.88
,,,5.16,9299.56
,,,5.17,9281.19
,,,5.17,9371.89
,,,5.17,9334.92
,,,5.17,9078.44
,,,5.17,8921.69
,,,5.17,8934.69
,,,5.17,9022.81
,,,5.17,9338.16
,,,5.17,9059.88
,,,5.17,8856.7
,,,5.17,8680.56
,,,5.17,8459.09
,,,5.17,8878.72
,,,5.17,9290.42
,,,5.17,9250.84
,,,5.17,9048.8
,,,5.18,9053.13
,,,5.18,8481.98
,,,5.18,8808.05
,,,5.18,8737.14
,,,5.18,8463.03
,,,5.18,8083.03
,,,5.18,8739.58
,,,5.18,8502.55
,,,5.18,8432.25
,,,5.18,8324.73
,,,5.18,8195.27
,,,5.18,8202.61
,,,5.18,8284.59
,,,5.18,8662.25
,,,5.18,8759.53
,,,5.18,8790.27
,,,5.19,8662.02
,,,5.19,8425.88
,,,5.19,8085.69
,,,5.19,7901.39
,,,5.19,7928.78
,,,5.19,7942.27
,,,5.19,7715.55
,,,5.19,7846.56
,,,5.19,7465.67
,,,5.19,7881.7
,,,5.19,7688.45
,,,5.19,7624.47
,,,5.19,8109.58
,,,5.19,8078.22
,,,5.19,7741.42
,,,5.19,7356.44
,,,5.2,7154.92
,,,5.2,6983.2
,,,5.2,7276.44
,,,5.2,7398.45
,,,5.2,7391.42
,,,5.2,7415.69
,,,5.2,7312.41
,,,5.2,7162.14
,,,5.2,7113.22
,,,5.2,6940.67
,,,5.2,6616.08
,,,5.2,6565.33
,,,5.2,6613.28
,,,5.2,6675.2
,,,5.2,6476.55
,,,5.21,7153.05
,,,5.21,6592.72
,,,5.21,6670.52
,,,5.21,6874.45
,,,5.21,6546
,,,5.21,6509.27
,,,5.21,6903.8
,,,5.21,6715.41
,,,5.21,6567.28
,,,5.21,6541.17
,,,5.21,6295.13
,,,5.21,6440.08
,,,5.21,6161.81
,,,5.21,6054.83
,,,5.21,6100.27
,,,5.21,5582.73
,,,5.22,5707.59
,,,5.22,6121.83
,,,5.22,5960.94
,,,5.22,5529.34
,,,5.22,5703.48
,,,5.22,5777.67
,,,5.22,5630.81
,,,5.22,5407.55
,,,5.22,5001.03
,,,5.22,5312.88
,,,5.22,4910.78
,,,5.22,4543.64
,,,5.22,4587.59
,,,5.22,4701.69
,,,5.22,4554.69
,,,5.22,4931.14
,,,5.23,4887.38
,,,5.23,4101.7
,,,5.23,4307.63
,,,5.23,4635.89
,,,5.23,5109.11
,,,5.23,4652.7
,,,5.23,4689.77
,,,5.23,4625.45
,,,5.23,4485.72
,,,5.23,4458.08
,,,5.23,4523.23
,,,5.23,4186.41
,,,5.23,4150.02
,,,5.23,4061.61
,,,5.23,4063.45
,,,5.23,4202.89
,,,5.24,4166.08
,,,5.24,3481.09
,,,5.24,3179.36
,,,5.24,3236.16
,,,5.24,3371.23
,,,5.24,3567.17
,,,5.24,4019.59
,,,5.24,4194.36
,,,5.24,3673.2
,,,5.24,3648.64
,,,5.24,4215.81
,,,5.24,4194.52
,,,5.24,3856.73
,,,5.24,3742.72
,,,5.24,3683.72
,,,5.24,3816.72
,,,5.25,3702.53
,,,5.25,3168.7
,,,5.25,3329.27
,,,5.25,3811.5
,,,5.25,3392.16
,,,5.25,3329.61
,,,5.25,3473.08
,,,5.25,3094.78
,,,5.25,3141.67
,,,5.25,3229.56
,,,5.25,3357.13
,,,5.25,3138.23
,,,5.25,2969.11
,,,5.25,2656.98
,,,5.25,2905.38
,,,5.25,2675.28
,,,5.26,2767.95
,,,5.26,2821.58
,,,5.26,2575
,,,5.26,2869.39
,,,5.26,2604.34
,,,5.26,2368.61
,,,5.26,2599.5
,,,5.26,3037.38
,,,5.26,2820.23
,,,5.26,2504.75
,,,5.26,2284.33
,,,5.26,2316.2
,,,5.26,2079.19
,,,5.26,2276.63
,,,5.26,2522.19
,,,5.26,2471.31
,,,5.27,2078.97
,,,5.27,1797.02
,,,5.27,1853.84
,,,5.27,2131.67
,,,5.27,1912.8
,,,5.27,2317.39
,,,5.27,2139.19
,,,5.27,2023.39
,,,5.27,2058.97
,,,5.27,1838.8
,,,5.27,1684.31
,,,5.27,1751.81
,,,5.27,2145.36
,,,5.27,2915.03
,,,5.27,2729.45
,,,5.27,2565.27
,,,5.28,2046.14
,,,5.28,1939.66
,,,5.28,1705.25
,,,5.28,1325.42
,,,5.28,1471.02
,,,5.28,1563.27
,,,5.28,1387.47
,,,5.28,1379.59
,,,5.28,1437.05
,,,5.28,1760.17
,,,5.28,1632.56
,,,5.28,1372.89
,,,5.28,1416.42
,,,5.28,1699.13
,,,5.28,1406.2
,,,5.28,1741.13
,,,5.29,1739.03
,,,5.29,1107.64
,,,5.29,1615.97
,,,5.29,2152.63
,,,5.29,2289.92
,,,5.29,1647.25
,,,5.29,1219.61
,,,5.29,895.13
,,,5.29,864.69
,,,5.29,789.2
,,,5.29,921.94
,,,5.29,1133
,,,5.29,1355.89
,,,5.29,1413.14
,,,5.29,1858.81
,,,5.29,1773.06
,,,5.3,1528.03
,,,5.3,1710.48
,,,5.3,1098.09
,,,5.3,744.22
,,,5.3,654.06
,,,5.3,1026.64
,,,5.3,1403.94
,,,5.3,1464.05
,,,5.3,1176.81
,,,5.3,1464.3
,,,5.3,1546.95
,,,5.3,1104.64
,,,5.3,1200.06
,,,5.3,1095.64
,,,5.3,1072.05
,,,5.3,940.34
,,,5.31,895.23
,,,5.31,1674.08
,,,5.31,1664.78
,,,5.31,1155.11
,,,5.31,1225.14
,,,5.31,922.66
,,,5.31,491.42
,,,5.31,808.59
,,,5.31,806.23
,,,5.31,968.83
,,,5.31,1442.63
,,,5.31,1080.59
,,,5.31,971.45
,,,5.31,979.11
,,,5.31,662.89
,,,5.31,665.45
,,,5.32,1026.38
,,,5.32,1061.11
,,,5.32,731.61
,,,5.32,809.83
,,,5.32,857.44
,,,5.32,917.86
,,,5.32,856.63
,,,5.32,763.14
,,,5.32,1096.36
,,,5.32,935.89
,,,5.32,478.61
,,,5.32,420.23
,,,5.32,901.88
,,,5.32,1309.92
,,,5.32,1050.33
,,,5.32,1169.22
,,,5.33,1295.77
,,,5.33,1168.25
,,,5.33,874.27
,,,5.33,645
,,,5.33,912.36
,,,5.33,980.73
,,,5.33,757.34
,,,5.33,545.45
,,,5.33,819.84
,,,5.33,748
,,,5.33,1188.42
,,,5.33,936.8
,,,5.33,887.98
,,,5.33,816.25
,,,5.33,1079.69
,,,5.33,694.73
,,,5.34,790.56
,,,5.34,211.95
,,,5.34,271.22
,,,5.34,666.06
,,,5.34,937.45
,,,5.34,944.78
,,,5.34,915.78
,,,5.34,1372.22
,,,5.34,1257.25
,,,5.34,1184.02
,,,5.34,1392.72
,,,5.34,1219.13
,,,5.34,1092.2
,,,5.34,809.08
,,,5.34,633.48
,,,5.34,719.69
,,,5.35,364.17
,,,5.35,459.3
,,,5.35,640.7
,,,5.35,359.25
,,,5.35,71.11
,,,5.35,-23.27
,,,5.35,639.14
,,,5.35,1101.63
,,,5.35,604.25
,,,5.35,129.11
,,,5.35,304.58
,,,5.35,119.98
,,,5.35,75.41
,,,5.35,157.06
,,,5.35,52.72
,,,5.36,217.5
,,,5.36,-268.94
,,,5.36,126.45
,,,5.36,-208.27
,,,5.36,-525.75
,,,5.36,-387.77
,,,5.36,-271.31
,,,5.36,-430.67
,,,5.36,-187.58
,,,5.36,-306.36
,,,5.36,-151.56
,,,5.36,-242.98
,,,5.36,-241.25
,,,5.36,-114.39
,,,5.36,8.17
,,,5.36,74.75
,,,5.37,-545.28
,,,5.37,-437.64
,,,5.37,-220.2
,,,5.37,-317.83
,,,5.37,-722.84
,,,5.37,-668.86
,,,5.37,-385.06
,,,5.37,26.45
,,,5.37,-86.8
,,,5.37,-256.56
,,,5.37,-6.45
,,,5.37,95.45
,,,5.37,-244.83
,,,5.37,-123.31
,,,5.37,-160.05
,,,5.37,-194.3
,,,5.38,-114.92
,,,5.38,-157.94
,,,5.38,50.88
,,,5.38,4.2
,,,5.38,-537.84
,,,5.38,-157
,,,5.38,-212.11
,,,5.38,-404.97
,,,5.38,-807.91
,,,5.38,-387.8
,,,5.38,-45.64
,,,5.38,-535.5
,,,5.38,-46.89
,,,5.38,-7.56
,,,5.38,-83.92
,,,5.38,-65.17
,,,5.39,-3.42
,,,5.39,112.52
,,,5.39,409.8
,,,5.39,303.77
,,,5.39,106.53
,,,5.39,425.89
,,,5.39,-254.33
,,,5.39,-563.59
,,,5.39,-159.83
,,,5.39,-273.36
,,,5.39,-308.27
,,,5.39,-314.16
,,,5.39,56.66
,,,5.39,400.77
,,,5.39,17.77
,,,5.39,-268.17
,,,5.4,-551.75
,,,5.4,-463.5
,,,5.4,-336.72
,,,5.4,-322.67
,,,5.4,-247.38
,,,5.4,-209.53
,,,5.4,-201.22
,,,5.4,25.16
,,,5.4,5.34
,,,5.4,-230.64
,,,5.4,-172.92
,,,5.4,-375.03
,,,5.4,-279.73
,,,5.4,-477.16
,,,5.4,-559.25
,,,5.4,-987.05
,,,5.41,-870.58
,,,5.41,-569.83
,,,5.41,-409.41
,,,5.41,-313.88
,,,5.41,-673.33
,,,5.41,-433.63
,,,5.41,-558.22
,,,5.41,-388.3
,,,5.41,-395.52
,,,5.41,-505.69
,,,5.41,-395.95
,,,5.41,-893.33
,,,5.41,-777.09
,,,5.41,-321.3
,,,5.41,-199.64
,,,5.41,-162.97
,,,5.42,127
,,,5.42,240.22
,,,5.42,-702.95
,,,5.42,-701.02
,,,5.42,-765.16
,,,5.42,-447.97
,,,5.42,-491.67
,,,5.42,-625.2
,,,5.42,-1055.41
,,,5.42,-952.36
,,,5.42,-414.02
,,,5.42,-639.08
,,,5.42,-504.3
,,,5.42,-383.61
,,,5.42,-846.27
,,,5.42,-828.47
,,,5.43,-788.73
,,,5.43,-1155.67
,,,5.43,-1136.06
,,,5.43,-1056.36
,,,5.43,-932.09
,,,5.43,-850.45
,,,5.43,-1187.78
,,,5.43,-1023
,,,5.43,-1276.58
,,,5.43,-949.97
,,,5.43,-1065.17
,,,5.43,-806.23
,,,5.43,-952.97
,,,5.43,-899.23
,,,5.43,-845.34
,,,5.43,-830.11
,,,5.44,-1137.83
,,,5.44,-1156.8
,,,5.44,-1173.59
,,,5.44,-926.44
,,,5.44,-1071.52
,,,5.44,-955.81
,,,5.44,-1156.06
,,,5.44,-1561.72
,,,5.44,-1478.58
,,,5.44,-1795.69
,,,5.44,-1446.64
,,,5.44,-1013.17
,,,5.44,-871
,,,5.44,-1166.38
,,,5.44,-1419.97
,,,5.44,-1459.14
,,,5.45,-1312.7
,,,5.45,-1426.84
,,,5.45,-1095.39
,,,5.45,-1061.77
,,,5.45,-1407.95
,,,5.45,-1433.53
,,,5.45,-1356.13
,,,5.45,-1144.77
,,,5.45,-1055.61
,,,5.45,-1195.09
,,,5.45,-1383.94
,,,5.45,-1532.91
,,,5.45,-1573.3
,,,5.45,-1393.94
,,,5.45,-1462.58
,,,5.45,-1130.83
,,,5.46,-990.23
,,,5.46,-907.55
,,,5.46,-1243.86
,,,5.46,-1910.44
,,,5.46,-1869.84
,,,5.46,-1549.11
,,,5.46,-1594.28
,,,5.46,-1334.34
,,,5.46,-1202.72
,,,5.46,-1470.91
,,,5.46,-1349.88
,,,5.46,-1378.05
,,,5.46,-1392.61
,,,5.46,-1090.61
,,,5.46,-806.94
,,,5.46,-1199.53
,,,5.47,-1158.63
,,,5.47,-1484.56
,,,5.47,-2003.64
,,,5.47,-1987.56
,,,5.47,-1794.77
,,,5.47,-1766.16
,,,5.47,-1280.34
,,,5.47,-1496.06
,,,5.47,-1512.45
,,,5.47,-1447.13
,,,5.47,-1433.59
,,,5.47,-1105.73
,,,5.47,-1505.09
,,,5.47,-1621.78
,,,5.47,-1570.19
,,,5.47,-1094.81
,,,5.48,-1229.78
,,,5.48,-1743.31
,,,5.48,-2205.36
,,,5.48,-2001.8
,,,5.48,-2174.17
,,,5.48,-1461.36
,,,5.48,-1430.89
,,,5.48,-1076.3
,,,5.48,-1247.3
,,,5.48,-1120.97
,,,5.48,-1507.11
,,,5.48,-1412.39
,,,5.48,-1269.11
,,,5.48,-1650.72
,,,5.48,-1673.06
,,,5.48,-1538.97
,,,5.49,-1236.88
,,,5.49,-1851.06
,,,5.49,-1735.98
,,,5.49,-1830.77
,,,5.49,-1405.05
,,,5.49,-1010.78
,,,5.49,-1155.28
,,,5.49,-1384.44
,,,5.49,-1450.84
,,,5.49,-1442.05
,,,5.49,-1662.33
,,,5.49,-1782.41
,,,5.49,-1925.91
,,,5.49,-1510.55
,,,5.49,-1381.67
,,,5.49,-1588.88
,,,5.5,-1487.25
,,,5.5,-1857.08
,,,5.5,-2405.59
,,,5.5,-2290.06
,,,5.5,-2446.75
,,,5.5,-1990.91
,,,5.5,-1691.3
,,,5.5,-1735.08
,,,5.5,-1727.14
,,,5.5,-2181
,,,5.5,-2289.11
,,,5.5,-1998.08
,,,5.5,-1453.64
,,,5.5,-1625.84
,,,5.5,-1771.02
,,,5.5,-1483.67
,,,5.51,-1211.89
,,,5.51,-1394.94
,,,5.51,-1735.81
,,,5.51,-1546.13
,,,5.51,-1619.5
,,,5.51,-2246.8
,,,5.51,-1871.61
,,,5.51,-1720.3
,,,5.51,-1740.66
,,,5.51,-1368.06
,,,5.51,-1522.81
,,,5.51,-1799.34
,,,5.51,-1589.78
,,,5.51,-1431.52
,,,5.51,-1572.89
,,,5.52,-1440.48
,,,5.52,-1450.31
,,,5.52,-1635.73
,,,5.52,-1634.56
