Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,4.06,178844.33
,,,4.06,172565.41
,,,4.06,167100.64
,,,4.06,162052
,,,4.06,157304.06
,,,4.06,152947.22
,,,4.06,149384.88
,,,4.07,145737.81
,,,4.07,141925.08
,,,4.07,138431.95
,,,4.07,134558.14
,,,4.07,131474.78
,,,4.07,127819.75
,,,4.07,124551.16
,,,4.07,120734.86
,,,4.07,117232.34
,,,4.07,114519.73
,,,4.07,111649.7
,,,4.07,108891.3
,,,4.07,105881.33
,,,4.07,103084.2
,,,4.07,100336.56
,,,4.07,97969.34
,,,4.08,95226.28
,,,4.08,92834.53
,,,4.08,90498.05
,,,4.08,88213.78
,,,4.08,85812.17
,,,4.08,83942.44
,,,4.08,82211.11
,,,4.08,80371.42
,,,4.08,78289.59
,,,4.08,75657.08
,,,4.08,73912.97
,,,4.08,72800.22
,,,4.08,70512.03
,,,4.08,69231.39
,,,4.08,67656.23
,,,4.08,66004.69
,,,4.09,64358.41
,,,4.09,63208.08
,,,4.09,61593.13
,,,4.09,60003.09
,,,4.09,58280.86
,,,4.09,56933.3
,,,4.09,55475.19
,,,4.09,54288.39
,,,4.09,53097.19
,,,4.09,52103.81
,,,4.09,51227.8
,,,4.09,49847.14
,,,4.09,48575.39
,,,4.09,47081.33
,,,4.09,45707.11
,,,4.09,44933.5
,,,4.1,43590.11
,,,4.1,41802.48
,,,4.1,40841.42
,,,4.1,39517.16
,,,4.1,38293.61
,,,4.1,37350.13
,,,4.1,36528.41
,,,4.1,35301.48
,,,4.1,34169.8
,,,4.1,32718.69
,,,4.1,31975.17
,,,4.1,31113.2
,,,4.1,30018.25
,,,4.1,29499.44
,,,4.1,29093.94
,,,4.1,28795.39
,,,4.11,28036.77
,,,4.11,27069.8
,,,4.11,26995.58
,,,4.11,26248.59
,,,4.11,25331.13
,,,4.11,24502.78
,,,4.11,24023.2
,,,4.11,23375.11
,,,4.11,23086.97
,,,4.11,22426.58
,,,4.11,21812.84
,,,4.11,21378.53
,,,4.11,21241.42
,,,4.11,21276.14
,,,4.11,20616.95
,,,4.11,19913.36
,,,4.12,19226.44
,,,4.12,19329.02
,,,4.12,18963.16
,,,4.12,18163.55
,,,4.12,17895.02
,,,4.12,17817.78
,,,4.12,17385.42
,,,4.12,17043.75
,,,4.12,17173.81
,,,4.12,16563.16
,,,4.12,16397.31
,,,4.12,16286.69
,,,4.12,16271.84
,,,4.12,15570.81
,,,4.12,15387.64
,,,4.12,15185.38
,,,4.13,14428.8
,,,4.13,14246.38
,,,4.13,14429.17
,,,4.13,14384.89
,,,4.13,14128.86
,,,4.13,13994.72
,,,4.13,13483.17
,,,4.13,12865.89
,,,4.13,12934.7
,,,4.13,12893.97
,,,4.13,12388.36
,,,4.13,12390.55
,,,4.13,12296.69
,,,4.13,12312.08
,,,4.13,12020.2
,,,4.13,11782.45
,,,4.14,11372.59
,,,4.14,11228.44
,,,4.14,10920.78
,,,4.14,10591.22
,,,4.14,10607.63
,,,4.14,10710.36
,,,4.14,10216.13
,,,4.14,9780.06
,,,4.14,9455.09
,,,4.14,9812.64
,,,4.14,9712.06
,,,4.14,9552.64
,,,4.14,9672.45
,,,4.14,9594.8
,,,4.14,9233.05
,,,4.15,8830.8
,,,4.15,9164.2
,,,4.15,9278
,,,4.15,9506.09
,,,4.15,9564.22
,,,4.15,9049.13
,,,4.15,8152.45
,,,4.15,8109.91
,,,4.15,8377.19
,,,4.15,8350.48
,,,4.15,8393.03
,,,4.15,7979.34
,,,4.15,8025.89
,,,4.15,8262.42
,,,4.15,7823.91
,,,4.15,7679.53
,,,4.16,7953.38
,,,4.16,7825.55
,,,4.16,7510.34
,,,4.16,7759.94
,,,4.16,7806.09
,,,4.16,7055.08
,,,4.16,7000.56
,,,4.16,6997.95
,,,4.16,6924.95
,,,4.16,6971.55
,,,4.16,6951.81
,,,4.16,6812.25
,,,4.16,6542.8
,,,4.16,6828.89
,,,4.16,7288.38
,,,4.16,7165.95
,,,4.17,6652.48
,,,4.17,6721.89
,,,4.17,6878.67
,,,4.17,6940.78
,,,4.17,6734.86
,,,4.17,6620.16
,,,4.17,6376.58
,,,4.17,6292.36
,,,4.17,6412.84
,,,4.17,6206.02
,,,4.17,6145.58
,,,4.17,6233.28
,,,4.17,6400.31
,,,4.17,6472.11
,,,4.17,6478.64
,,,4.17,6628.14
,,,4.18,6232.73
,,,4.18,6087.52
,,,4.18,5985.39
,,,4.18,6258.83
,,,4.18,7141.55
,,,4.18,6765.02
,,,4.18,6389.48
,,,4.18,6690.02
,,,4.18,6777.66
,,,4.18,6817.59
,,,4.18,6711.09
,,,4.18,6937.28
,,,4.18,6608.88
,,,4.18,6659.64
,,,4.18,6961.17
,,,4.18,7259.13
,,,4.19,7798.28
,,,4.19,7153.44
,,,4.19,7179.41
,,,4.19,7107.2
,,,4.19,7185.02
,,,4.19,7369.5
,,,4.19,7741.03
,,,4.19,7718.84
,,,4.19,7572.77
,,,4.19,7786.17
,,,4.19,8233.92
,,,4.19,8043.95
,,,4.19,7993.44
,,,4.19,7651.8
,,,4.19,8062.86
,,,4.19,8486.41
,,,4.2,8706.67
,,,4.2,8813.16
,,,4.2,8605.36
,,,4.2,8517.23
,,,4.2,8394.16
,,,4.2,8600.95
,,,4.2,8338.44
,,,4.2,8482.27
,,,4.2,8542.28
,,,4.2,9075.19
,,,4.2,9260.58
,,,4.2,9212.28
,,,4.2,9075.83
,,,4.2,9214.03
,,,4.2,9391.95
,,,4.2,9031.55
,,,4.21,8906.98
,,,4.21,8883.08
,,,4.21,8743.47
,,,4.21,9297.48
,,,4.21,9378.53
,,,4.21,9236.59
,,,4.21,9260.89
,,,4.21,9539.09
,,,4.21,9656.64
,,,4.21,9833.94
,,,4.21,10133.28
,,,4.21,10128.45
,,,4.21,10315.81
,,,4.21,10594.69
,,,4.21,10481.92
,,,4.21,10556.83
,,,4.22,10616.17
,,,4.22,10709.48
,,,4.22,10506.33
,,,4.22,10428.69
,,,4.22,10773.86
,,,4.22,10577.64
,,,4.22,10436.48
,,,4.22,10426.44
,,,4.22,10191.83
,,,4.22,10423.94
,,,4.22,10669.64
,,,4.22,11246.03
,,,4.22,10842.78
,,,4.22,10313.22
,,,4.22,10622.89
,,,4.22,10817.53
,,,4.23,11440.02
,,,4.23,11317.95
,,,4.23,11461.95
,,,4.23,11672.98
,,,4.23,11481.2
,,,4.23,11864.95
,,,4.23,11922.03
,,,4.23,12117.72
,,,4.23,12714.05
,,,4.23,12740.3
,,,4.23,12907.8
,,,4.23,13140.33
,,,4.23,12840.22
,,,4.23,12546.53
,,,4.23,12808.7
,,,4.23,13106.72
,,,4.24,13663.3
,,,4.24,14065.72
,,,4.24,13802.16
,,,4.24,13578.19
,,,4.24,14240.25
,,,4.24,14295.17
,,,4.24,14619.05
,,,4.24,14112.2
,,,4.24,14668.17
,,,4.24,14713.88
,,,4.24,15354.25
,,,4.24,15530.23
,,,4.24,15933.16
,,,4.24,16240.89
,,,4.24,16756.63
,,,4.24,16983.81
,,,4.25,17356.33
,,,4.25,18280.94
,,,4.25,18516.75
,,,4.25,18503.52
,,,4.25,18942.14
,,,4.25,19180.5
,,,4.25,19295.16
,,,4.25,19849.56
,,,4.25,20404.88
,,,4.25,20950.19
,,,4.25,21597.98
,,,4.25,21684.84
,,,4.25,22189.19
,,,4.25,22658.56
,,,4.25,23016.33
,,,4.25,23325.39
,,,4.26,23716.55
,,,4.26,24529.84
,,,4.26,24839.7
,,,4.26,25473.06
,,,4.26,26104.58
,,,4.26,26641.95
,,,4.26,27530.94
,,,4.26,28152.13
,,,4.26,28808
,,,4.26,29643.52
,,,4.26,30587.45
,,,4.26,31555.61
,,,4.26,32788.91
,,,4.26,34022.05
,,,4.26,34777.27
,,,4.26,36099.44
,,,4.27,37757.7
,,,4.27,39161.89
,,,4.27,40112.66
,,,4.27,41443.61
,,,4.27,42781.16
,,,4.27,44516.34
,,,4.27,45964.94
,,,4.27,47160.44
,,,4.27,49061.28
,,,4.27,51145.06
,,,4.27,53353.98
,,,4.27,55568.89
,,,4.27,57698.14
,,,4.27,59998.75
,,,4.27,62824.17
,,,4.27,65681.56
,,,4.28,69025.5
,,,4.28,71858.97
,,,4.28,75080.56
,,,4.28,78569.53
,,,4.28,81541.89
,,,4.28,84768.23
,,,4.28,88035.22
,,,4.28,91426.55
,,,4.28,94387.28
,,,4.28,97020.02
,,,4.28,99486.23
,,,4.28,101826.41
,,,4.28,103887.83
,,,4.28,105331.61
,,,4.28,106458.59
,,,4.28,107640.17
,,,4.29,108915.84
,,,4.29,110308.84
,,,4.29,111381.14
,,,4.29,113222.48
,,,4.29,115831.39
,,,4.29,118356.05
,,,4.29,121568.45
,,,4.29,125487.66
,,,4.29,129378.27
,,,4.29,133836.69
,,,4.29,138798.59
,,,4.29,143602.44
,,,4.29,149786.53
,,,4.29,155691.52
,,,4.29,161639.97
,,,4.3,168244.2
,,,4.3,174458.2
,,,4.3,180647.83
,,,4.3,186750.69
,,,4.3,192378.2
,,,4.3,196601.95
,,,4.3,200644.13
,,,4.3,204023.63
,,,4.3,206388.73
,,,4.3,208286.61
,,,4.3,209634.77
,,,4.3,210208.2
,,,4.3,209929.77
,,,4.3,209336.92
,,,4.3,208121.17
,,,4.3,206311.77
,,,4.31,204901.73
,,,4.31,202735.56
,,,4.31,200402.09
,,,4.31,198589.5
,,,4.31,197123.55
,,,4.31,196230.22
,,,4.31,196300
,,,4.31,196790.16
,,,4.31,197613.2
,,,4.31,199439.03
,,,4.31,202305.19
,,,4.31,206491.13
,,,4.31,210370.89
,,,4.31,214512.31
,,,4.31,218518.48
,,,4.31,223043.38
,,,4.32,227523.48
,,,4.32,232206.73
,,,4.32,235811.25
,,,4.32,239643.92
,,,4.32,242927.39
,,,4.32,244749.98
,,,4.32,245828.7
,,,4.32,245327.02
,,,4.32,242760.06
,,,4.32,238394.16
,,,4.32,232647.5
,,,4.32,224660.61
,,,4.32,216161.31
,,,4.32,207854.36
,,,4.32,199220.58
,,,4.32,191081.81
,,,4.33,183204.98
,,,4.33,176529.5
,,,4.33,170678.31
,,,4.33,166130.63
,,,4.33,162113.66
,,,4.33,158996.92
,,,4.33,156574.83
,,,4.33,154533.78
,,,4.33,153550.8
,,,4.33,152524.23
,,,4.33,152624.59
,,,4.33,153092.53
,,,4.33,153635.05
,,,4.33,154720.5
,,,4.33,155273.97
,,,4.33,155190.48
,,,4.34,155263.36
,,,4.34,154427.66
,,,4.34,152837.8
,,,4.34,149300.39
,,,4.34,145102.94
,,,4.34,139754.89
,,,4.34,133917.66
,,,4.34,127750.73
,,,4.34,121587.08
,,,4.34,115795.13
,,,4.34,110180.64
,,,4.34,105569.16
,,,4.34,101467.48
,,,4.34,97193.03
,,,4.34,93806.75
,,,4.34,90378.23
,,,4.35,87320.27
,,,4.35,84781.69
,,,4.35,82624.38
,,,4.35,80864.8
,,,4.35,79081.55
,,,4.35,77383.19
,,,4.35,76437.2
,,,4.35,75544.77
,,,4.35,74627.44
,,,4.35,73554.27
,,,4.35,72409.88
,,,4.35,71964.22
,,,4.35,71221.69
,,,4.35,70438.8
,,,4.35,69304.95
,,,4.35,67518.05
,,,4.36,65735.09
,,,4.36,64441.16
,,,4.36,62912.69
,,,4.36,61167.7
,,,4.36,60009.8
,,,4.36,58477.63
,,,4.36,57609.5
,,,4.36,56742.92
,,,4.36,55970.11
,,,4.36,54781.25
,,,4.36,54092.86
,,,4.36,52895.2
,,,4.36,51775.89
,,,4.36,50645.33
,,,4.36,50307.64
,,,4.36,49624.25
,,,4.37,49086.14
,,,4.37,48583.25
,,,4.37,48012.55
,,,4.37,47680.16
,,,4.37,46964.66
,,,4.37,46109.53
,,,4.37,45704.11
,,,4.37,45891.02
,,,4.37,45151.11
,,,4.37,44533.8
,,,4.37,44293.89
,,,4.37,44000.42
,,,4.37,43795.5
,,,4.37,43228.39
,,,4.37,42870.83
,,,4.37,41801.09
,,,4.38,40783.78
,,,4.38,40160.56
,,,4.38,39644.86
,,,4.38,38850.27
,,,4.38,38835.86
,,,4.38,38387.28
,,,4.38,37522.97
,,,4.38,37064.56
,,,4.38,36452.52
,,,4.38,35611.64
,,,4.38,35406.84
,,,4.38,35019.59
,,,4.38,33889.38
,,,4.38,33864.13
,,,4.38,33610.98
,,,4.38,33318.38
,,,4.39,32813.52
,,,4.39,32235.11
,,,4.39,31734.56
,,,4.39,31281.36
,,,4.39,30948.3
,,,4.39,30574.45
,,,4.39,30300.63
,,,4.39,29877.48
,,,4.39,29666.5
,,,4.39,29160.14
,,,4.39,28792.38
,,,4.39,28242.03
,,,4.39,27953.03
,,,4.39,27688.23
,,,4.39,27461.34
,,,4.39,26993.67
,,,4.4,26237.13
,,,4.4,26399.19
,,,4.4,25830.95
,,,4.4,25630.92
,,,4.4,25857.16
,,,4.4,25910.98
,,,4.4,25374.8
,,,4.4,25415.14
,,,4.4,25045.56
,,,4.4,24789.84
,,,4.4,25029.44
,,,4.4,24894.38
,,,4.4,23860.97
,,,4.4,24221.59
,,,4.4,24394.69
,,,4.4,24440.83
,,,4.41,24133.84
,,,4.41,24248.33
,,,4.41,24214.94
,,,4.41,24750.25
,,,4.41,24379.88
,,,4.41,24255.56
,,,4.41,24415.8
,,,4.41,24630.66
,,,4.41,25223.45
,,,4.41,25055.05
,,,4.41,24843.16
,,,4.41,24912.05
,,,4.41,24901.16
,,,4.41,25378.7
,,,4.41,25630.92
,,,4.41,25515.45
,,,4.42,25933.06
,,,4.42,25863.94
,,,4.42,26103.27
,,,4.42,26672.14
,,,4.42,27153.8
,,,4.42,27469.08
,,,4.42,27815.72
,,,4.42,27436.59
,,,4.42,27784.48
,,,4.42,28550.78
,,,4.42,29027.61
,,,4.42,29020.08
,,,4.42,29262.31
,,,4.42,29758.8
,,,4.42,30011.97
,,,4.42,30433.53
,,,4.43,31314.47
,,,4.43,31374.8
,,,4.43,32021.58
,,,4.43,32686.69
,,,4.43,33538.33
,,,4.43,33941.61
,,,4.43,34146.05
,,,4.43,35052.41
,,,4.43,35881.64
,,,4.43,36363.97
,,,4.43,37151.25
,,,4.43,37537.73
,,,4.43,37985.02
,,,4.43,38775.02
,,,4.43,39672.5
,,,4.43,40235.02
,,,4.44,41543.94
,,,4.44,41911.77
,,,4.44,42478.33
,,,4.44,43255.23
,,,4.44,43520.78
,,,4.44,44503.8
,,,4.44,45413.14
,,,4.44,46239.28
,,,4.44,47088.55
,,,4.44,48010.05
,,,4.44,48904.2
,,,4.44,49709.58
,,,4.44,50883.88
,,,4.44,51539.33
,,,4.44,52599.92
,,,4.45,53907.03
,,,4.45,54734.45
,,,4.45,55626.63
,,,4.45,56812.27
,,,4.45,58127.55
,,,4.45,59033
,,,4.45,59735.34
,,,4.45,60730.91
,,,4.45,61552.63
,,,4.45,62652.7
,,,4.45,63805.27
,,,4.45,65044.66
,,,4.45,65786.75
,,,4.45,66727.11
,,,4.45,67390.23
,,,4.45,68722.52
,,,4.46,69470.17
,,,4.46,70024.48
,,,4.46,70570.59
,,,4.46,71520.73
,,,4.46,72681.92
,,,4.46,73094.08
,,,4.46,73408.39
,,,4.46,74436.8
,,,4.46,75019.42
,,,4.46,75589.77
,,,4.46,76514.22
,,,4.46,76955
,,,4.46,77431.47
,,,4.46,77972.8
,,,4.46,78043.19
,,,4.46,78508.56
,,,4.47,79481.03
,,,4.47,79421.48
,,,4.47,79589.3
,,,4.47,80400.16
,,,4.47,80561.48
,,,4.47,80940.78
,,,4.47,81029.77
,,,4.47,80964.55
,,,4.47,80667.19
,,,4.47,80604.16
,,,4.47,80767.58
,,,4.47,81032.42
,,,4.47,81148.53
,,,4.47,81045.02
,,,4.47,81066
,,,4.47,81319.69
,,,4.48,81230.86
,,,4.48,80547.17
,,,4.48,80579.55
,,,4.48,80375.59
,,,4.48,80414.09
,,,4.48,80174.69
,,,4.48,79746.25
,,,4.48,79596.23
,,,4.48,79199.86
,,,4.48,79021.67
,,,4.48,78902
,,,4.48,78478.09
,,,4.48,77057.03
,,,4.48,76631.48
,,,4.48,76231.92
,,,4.48,75819.7
,,,4.49,74955.66
,,,4.49,74165.61
,,,4.49,73447.69
,,,4.49,73159.3
,,,4.49,72514.38
,,,4.49,71452.38
,,,4.49,71009
,,,4.49,70337.23
,,,4.49,69480.91
,,,4.49,68453.16
,,,4.49,67652.41
,,,4.49,67140.34
,,,4.49,66851
,,,4.49,65846.17
,,,4.49,65111
,,,4.49,64374.38
,,,4.5,63741.88
,,,4.5,62573.64
,,,4.5,61868.58
,,,4.5,61295.38
,,,4.5,60472.28
,,,4.5,59462.2
,,,4.5,59393.56
,,,4.5,58805.05
,,,4.5,58185.25
,,,4.5,57270.48
,,,4.5,56636.97
,,,4.5,55838.53
,,,4.5,55918.7
,,,4.5,54956.88
,,,4.5,54049.66
,,,4.5,53494.11
,,,4.51,52843.31
,,,4.51,51797.73
,,,4.51,51315.8
,,,4.51,50687.22
,,,4.51,50079.42
,,,4.51,48973.8
,,,4.51,48777.03
,,,4.51,48491.92
,,,4.51,47638.09
,,,4.51,46615.81
,,,4.51,46647.58
,,,4.51,46312.42
,,,4.51,45515.72
,,,4.51,44960.64
,,,4.51,44716.61
,,,4.51,44472.59
,,,4.52,44364.8
,,,4.52,43873.33
,,,4.52,43202.98
,,,4.52,42452.95
,,,4.52,42024.55
,,,4.52,42168.67
,,,4.52,42002.66
,,,4.52,41554.34
,,,4.52,41962.19
,,,4.52,41373.14
,,,4.52,41311.34
,,,4.52,41266.39
,,,4.52,40805.59
,,,4.52,40547.05
,,,4.52,40411.13
,,,4.52,40260.45
,,,4.53,39957.36
,,,4.53,39492.84
,,,4.53,39142.92
,,,4.53,38912.19
,,,4.53,38894.33
,,,4.53,38856.64
,,,4.53,38727.98
,,,4.53,38352.09
,,,4.53,38170.69
,,,4.53,38076.94
,,,4.53,37789.38
,,,4.53,38196.64
,,,4.53,37994.41
,,,4.53,37355.88
,,,4.53,37138.69
,,,4.53,37427.5
,,,4.54,37124
,,,4.54,36879.34
,,,4.54,36799.63
,,,4.54,36599.38
,,,4.54,36729.52
,,,4.54,36765.78
,,,4.54,36741.48
,,,4.54,37027.08
,,,4.54,37039.95
,,,4.54,37457.31
,,,4.54,37233.06
,,,4.54,36650.17
,,,4.54,36618.63
,,,4.54,36942.28
,,,4.54,37110.19
,,,4.54,37207.55
,,,4.55,36982.44
,,,4.55,36550.05
,,,4.55,36758.45
,,,4.55,36485.23
,,,4.55,36907.7
,,,4.55,36939.23
,,,4.55,37103.59
,,,4.55,37384.53
,,,4.55,36989.28
,,,4.55,36618.84
,,,4.55,36359.8
,,,4.55,35989.28
,,,4.55,36207.05
,,,4.55,36028.03
,,,4.55,36184.42
,,,4.55,36522.73
,,,4.56,36708.66
,,,4.56,36717.28
,,,4.56,36988.28
,,,4.56,36750.59
,,,4.56,37095.52
,,,4.56,37009.53
,,,4.56,36955.17
,,,4.56,36866.66
,,,4.56,37247.66
,,,4.56,36622.47
,,,4.56,36599.02
,,,4.56,36640.7
,,,4.56,36861.55
,,,4.56,36550.69
,,,4.56,36713.11
,,,4.56,36459.06
,,,4.57,36582.59
,,,4.57,36501.53
,,,4.57,36523.97
,,,4.57,36808.86
,,,4.57,36202.86
,,,4.57,36072.58
,,,4.57,35706.23
,,,4.57,35973.64
,,,4.57,36094.06
,,,4.57,36423.92
,,,4.57,36087.83
,,,4.57,35631.8
,,,4.57,35941.92
,,,4.57,36097.39
,,,4.57,36048.91
,,,4.57,35845.45
,,,4.58,35770.97
,,,4.58,35411.06
,,,4.58,35493.53
,,,4.58,35369.88
,,,4.58,35338.61
,,,4.58,35180.83
,,,4.58,34925.25
,,,4.58,34794.42
,,,4.58,34583.97
,,,4.58,34656.63
,,,4.58,33996.19
,,,4.58,34153.28
,,,4.58,34031.53
,,,4.58,34354.67
,,,4.58,34107.34
,,,4.58,33856.45
,,,4.59,34048.39
,,,4.59,33985.47
,,,4.59,34092.69
,,,4.59,34123.3
,,,4.59,34056.19
,,,4.59,34360.17
,,,4.59,34197.28
,,,4.59,33462.27
,,,4.59,33412.89
,,,4.59,33487.67
,,,4.59,33829.67
,,,4.59,33624.17
,,,4.59,33783.95
,,,4.59,33662.14
,,,4.59,33477.77
,,,4.6,33074.17
,,,4.6,32883.63
,,,4.6,32694.89
,,,4.6,32663.22
,,,4.6,32443.14
,,,4.6,32617.44
,,,4.6,32492.72
,,,4.6,33298.41
,,,4.6,32558.5
,,,4.6,31909.73
,,,4.6,31830.59
,,,4.6,31885.78
,,,4.6,31600.09
,,,4.6,31469.67
,,,4.6,31775.84
,,,4.6,31596.38
,,,4.61,31470.84
,,,4.61,31361.2
,,,4.61,31279.94
,,,4.61,31252.8
,,,4.61,31178.25
,,,4.61,31172.97
,,,4.61,31280.61
,,,4.61,31173.06
,,,4.61,30848.84
,,,4.61,30940.98
,,,4.61,30530.03
,,,4.61,30612.16
,,,4.61,30458.73
,,,4.61,30336.58
,,,4.61,29536.16
,,,4.61,29370.59
,,,4.62,29388.11
,,,4.62,29269.78
,,,4.62,29488.56
,,,4.62,29430.73
,,,4.62,29220.59
,,,4.62,28887.22
,,,4.62,29255.27
,,,4.62,28854.92
,,,4.62,28457.77
,,,4.62,28230.38
,,,4.62,28572.48
,,,4.62,28930.16
,,,4.62,28622.3
,,,4.62,28597.47
,,,4.62,27965.42
,,,4.62,28004.97
,,,4.63,27857.92
,,,4.63,27661.75
,,,4.63,27446.06
,,,4.63,27134.52
,,,4.63,27350.67
,,,4.63,27164
,,,4.63,27125.52
,,,4.63,27375.94
,,,4.63,27356.06
,,,4.63,26856.91
,,,4.63,27066.94
,,,4.63,26640.33
,,,4.63,26693.3
,,,4.63,27015.31
,,,4.63,26458.84
,,,4.63,25979.2
,,,4.64,25657.55
,,,4.64,25964.3
,,,4.64,25983.89
,,,4.64,25858.83
,,,4.64,25816.17
,,,4.64,25527.09
,,,4.64,25745.11
,,,4.64,25716.47
,,,4.64,25617.64
,,,4.64,25584.33
,,,4.64,24968.64
,,,4.64,25341.66
,,,4.64,25577.27
,,,4.64,25141.39
,,,4.64,25170.59
,,,4.64,24727.13
,,,4.65,24837.31
,,,4.65,25043.36
,,,4.65,24910.92
,,,4.65,24842.97
,,,4.65,24536.33
,,,4.65,24886.72
,,,4.65,24384.47
,,,4.65,24328.44
,,,4.65,24426.78
,,,4.65,24802.3
,,,4.65,24694.06
,,,4.65,24489.45
,,,4.65,24063.23
,,,4.65,23906.61
,,,4.65,23838.52
,,,4.65,23817.59
,,,4.66,24123.2
,,,4.66,23820.78
,,,4.66,24161.92
,,,4.66,23939.8
,,,4.66,23676.38
,,,4.66,24099.81
,,,4.66,24425.61
,,,4.66,24196.06
,,,4.66,24152.27
,,,4.66,24159.02
,,,4.66,24189.89
,,,4.66,23675.8
,,,4.66,23992.17
,,,4.66,23931.06
,,,4.66,24361.92
,,,4.66,24113.09
,,,4.67,23838.84
,,,4.67,24324.72
,,,4.67,24484.16
,,,4.67,24598.19
,,,4.67,24612.91
,,,4.67,24288.02
,,,4.67,23807.56
,,,4.67,24393.91
,,,4.67,24345.64
,,,4.67,24160.5
,,,4.67,23922.16
,,,4.67,23869.81
,,,4.67,23952.33
,,,4.67,24178.06
,,,4.67,24041.23
,,,4.67,24002.91
,,,4.68,24169.63
,,,4.68,24034.14
,,,4.68,23980.23
,,,4.68,24713.98
,,,4.68,24820.5
,,,4.68,24440.77
,,,4.68,24548.8
,,,4.68,24808.97
,,,4.68,25118.86
,,,4.68,25189.45
,,,4.68,25364.34
,,,4.68,25562.03
,,,4.68,25885.31
,,,4.68,26082.3
,,,4.68,26272.22
,,,4.68,26556.94
,,,4.69,26392.92
,,,4.69,26445.69
,,,4.69,27122.41
,,,4.69,27259.84
,,,4.69,27396.97
,,,4.69,27147.48
,,,4.69,27219.56
,,,4.69,27593.41
,,,4.69,27885.09
,,,4.69,28354.22
,,,4.69,28968.69
,,,4.69,29024.83
,,,4.69,28795.39
,,,4.69,29194.58
,,,4.69,29809.78
,,,4.69,30603.13
,,,4.7,30883.55
,,,4.7,31337.23
,,,4.7,32016.27
,,,4.7,32172.72
,,,4.7,32490.44
,,,4.7,33153.5
,,,4.7,33621.66
,,,4.7,33835
,,,4.7,33989.83
,,,4.7,34392.69
,,,4.7,34963.31
,,,4.7,35978.86
,,,4.7,36732.55
,,,4.7,36345.45
,,,4.7,36778.06
,,,4.7,37798.33
,,,4.71,38601.3
,,,4.71,39235.06
,,,4.71,40024.69
,,,4.71,40520.11
,,,4.71,41034.53
,,,4.71,42167.31
,,,4.71,43033.89
,,,4.71,43647.08
,,,4.71,44461.53
,,,4.71,44965.31
,,,4.71,46259
,,,4.71,46979.06
,,,4.71,48120.48
,,,4.71,49208.75
,,,4.71,50109.84
,,,4.71,51129.59
,,,4.72,52515.11
,,,4.72,53900.52
,,,4.72,54725.03
,,,4.72,55815.11
,,,4.72,56440.5
,,,4.72,57159.94
,,,4.72,58301.23
,,,4.72,59535.84
,,,4.72,60815.22
,,,4.72,62153.91
,,,4.72,63661.53
,,,4.72,64409.73
,,,4.72,65013.97
,,,4.72,65692.55
,,,4.72,66929.23
,,,4.72,68205.67
,,,4.73,69243.45
,,,4.73,70397.58
,,,4.73,71245.59
,,,4.73,71937.77
,,,4.73,73379.27
,,,4.73,74443.23
,,,4.73,74944.05
,,,4.73,75478.69
,,,4.73,76769
,,,4.73,77651.8
,,,4.73,78580.95
,,,4.73,79448.56
,,,4.73,80556.66
,,,4.73,81926.56
,,,4.73,82651.55
,,,4.73,83194.98
,,,4.74,83734.78
,,,4.74,84702.45
,,,4.74,85163.2
,,,4.74,85998.94
,,,4.74,86357.36
,,,4.74,86766.61
,,,4.74,87289.91
,,,4.74,87657.83
,,,4.74,88055.47
,,,4.74,87875.44
,,,4.74,88085.48
,,,4.74,88472.08
,,,4.74,88690.06
,,,4.74,88756.31
,,,4.74,88741.61
,,,4.75,88597.72
,,,4.75,88628.3
,,,4.75,88871.19
,,,4.75,88720.83
,,,4.75,88233.16
,,,4.75,87759.95
,,,4.75,87462.88
,,,4.75,86787.83
,,,4.75,86558.98
,,,4.75,86455.88
,,,4.75,85864.81
,,,4.75,85069.28
,,,4.75,84887.95
,,,4.75,84118.23
,,,4.75,83489.45
,,,4.75,82865.41
,,,4.76,82410.75
,,,4.76,81517.56
,,,4.76,80697.94
,,,4.76,80269.83
,,,4.76,79633.39
,,,4.76,79106.08
,,,4.76,77786.41
,,,4.76,77052.7
,,,4.76,76462.11
,,,4.76,75357.33
,,,4.76,74426.02
,,,4.76,73646.27
,,,4.76,72484.28
,,,4.76,71798.44
,,,4.76,71026.09
,,,4.76,69896.84
,,,4.77,68674.45
,,,4.77,68038.94
,,,4.77,67172.77
,,,4.77,65904.34
,,,4.77,65178.77
,,,4.77,63961.45
,,,4.77,63017.77
,,,4.77,62532.5
,,,4.77,61222.98
,,,4.77,60233.67
,,,4.77,59657.47
,,,4.77,59035.94
,,,4.77,58039.27
,,,4.77,57640.36
,,,4.77,57140.84
,,,4.77,56419.83
,,,4.78,55538.88
,,,4.78,54703.89
,,,4.78,53992.14
,,,4.78,53745.31
,,,4.78,53270.83
,,,4.78,52275.27
,,,4.78,51299.22
,,,4.78,50529.58
,,,4.78,50011.59
,,,4.78,50051.63
,,,4.78,49694
,,,4.78,48806.08
,,,4.78,48518.11
,,,4.78,47671.8
,,,4.78,47197.03
,,,4.78,46801.97
,,,4.79,46236.38
,,,4.79,45987.56
,,,4.79,45441.36
,,,4.79,45072.03
,,,4.79,44519.14
,,,4.79,44215.09
,,,4.79,44351.19
